Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Employment-sector,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
643c4b1e283add747c512219,5f47ed2f40b01f258408151b,APPROVED,2023-04-16T19:23:12.605000Z,2023-04-16T19:27:46.350000Z,2023-04-16T19:27:47.227000,2023-04-16T19:27:47.144667Z,274,CE3DWF28,499,Medicine,35,Female,White,United States,United States,United States,English,No,Full-Time
643c4b20049c28bd7122f040,5edd2225676334a0e631b7d0,APPROVED,2023-04-16T19:23:15.796000Z,2023-04-16T19:24:55.180000Z,2023-04-16T19:24:55.634000,2023-04-16T19:24:55.556477Z,100,CE3DWF28,1960,Medicine,29,Female,White,United States,United States,United States,English,No,Full-Time
643c4b888252cbef155c4018,60fe1474fddd5ca98dde076b,APPROVED,2023-04-16T19:24:59.193000Z,2023-04-16T19:27:21.168000Z,2023-04-16T19:27:21.592000,2023-04-16T19:27:21.524015Z,142,CE3DWF28,612,Medicine,26,Female,White,United States,United States,United States,English,No,Part-Time
643c4bdda54f2d0ec6672cdf,62d5b21d270815d0579d8c5c,APPROVED,2023-04-16T19:26:23.387000Z,2023-04-16T19:28:01.216000Z,2023-04-16T19:28:01.684000Z,2023-04-16T19:28:04.239076Z,98,CE3DWF28,2045,Medicine,52,Female,White,United States,United States,United States,English,No,Full-Time
643c4c1c6b715f5b6ce312d8,6305235d094b81500c5e3371,APPROVED,2023-04-16T19:27:28.496000Z,2023-04-16T19:30:29.493000Z,2023-04-16T19:30:30.356000,2023-04-16T19:30:30.282775Z,181,CE3DWF28,1132,Medicine,44,Female,White,Mexico,United States,United States,Spanish,No,Part-Time
643c4cb2f5b6ce1221512d85,5fc6df58f380620a09116434,APPROVED,2023-04-16T19:29:56.256000Z,2023-04-16T19:31:19.023000Z,2023-04-16T19:31:19.520000,2023-04-16T19:31:19.429824Z,83,CE3DWF28,1569,Medicine,23,Female,White,United States,United States,United States,English,No,Full-Time
643c4cd367c98e72140a2f89,61074ae762b0186a302f1028,APPROVED,2023-04-16T19:30:30.738000Z,2023-04-16T19:32:16.305000Z,2023-04-16T19:32:18.258000,2023-04-16T19:32:18.186351Z,106,CE3DWF28,3153,Medicine,38,Male,White,United States,United States,United States,English,No,Full-Time
643c4cf16f6be29d4065d519,5843e65e56019d0001f6a305,APPROVED,2023-04-16T19:31:01.100000Z,2023-04-16T19:35:45.525000Z,2023-04-16T19:35:46.068000,2023-04-16T19:35:45.972979Z,285,CE3DWF28,2947,Medicine,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643c4d38828916df0c8c0843,61fa93435719bc09cb834c4f,APPROVED,2023-04-16T19:32:11.571000Z,2023-04-16T19:33:24.942000Z,2023-04-16T19:33:25.382000,2023-04-16T19:33:25.295272Z,74,CE3DWF28,1259,Medicine,23,Female,White,United States,United States,United States,English,Yes,Part-Time
643c4d6097e855d02c4788e9,5ec59e86c9569f5e8000717b,APPROVED,2023-04-16T19:32:52.852000Z,2023-04-16T19:40:09.814000Z,2023-04-16T19:40:10.420000,2023-04-16T19:40:10.364289Z,437,CE3DWF28,2262,Medicine,37,Female,Asian,China,United States,United States,Chinese,No,Part-Time
643c4df3cab7c5c587b81c23,6157b6f47949b07006a288d1,APPROVED,2023-04-16T19:35:23.166000Z,2023-04-16T19:38:38.375000Z,2023-04-16T19:38:38.833000,2023-04-16T19:38:38.772205Z,196,CE3DWF28,1108,Medicine,58,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643c4e49abc3a51dc6dc458a,5843241166ef8c00018955fd,APPROVED,2023-04-16T19:36:45.315000Z,2023-04-16T19:37:32.868000Z,2023-04-16T19:37:33.294000,2023-04-16T19:37:33.234519Z,48,CE3DWF28,467,Medicine,48,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
643c4e506f5290f2d6e90617,5d1c0da8601cd70001728eac,APPROVED,2023-04-16T19:36:52.358000Z,2023-04-16T19:38:52.500000Z,2023-04-16T19:38:52.902000,2023-04-16T19:38:52.828759Z,121,CE3DWF28,358,Medicine,27,Female,White,United States,United States,United States,English,No,Full-Time
643c4ec8c0d542a04b20a32d,6150d57bf41e1a4973587e5b,APPROVED,2023-04-16T19:38:53.643000Z,2023-04-16T19:40:37.169000Z,2023-04-16T19:40:37.798000,2023-04-16T19:40:37.706745Z,104,CE3DWF28,347,Medicine,62,Male,White,United States,United States,United States,English,No,Full-Time
643c4ee51d1f3f9f505c3fb1,60ba9b1108f554e36941c2b4,APPROVED,2023-04-16T19:39:17.304000Z,2023-04-16T19:41:13.631000Z,2023-04-16T19:41:14.101000,2023-04-16T19:41:14.033382Z,117,CE3DWF28,2614,Medicine,54,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
643c4f060a1baedd378062be,5ec00f62cf12be40ea6fe344,APPROVED,2023-04-16T19:39:57.373000Z,2023-04-16T19:43:56.172000Z,2023-04-16T19:43:56.812000,2023-04-16T19:43:56.691767Z,239,CE3DWF28,4582,Medicine,48,Female,White,United States,United States,United States,English,No,Full-Time
643c4f6b1f0de3981e512d58,5c0b388b9c7b1100015ab55f,APPROVED,2023-04-16T19:41:45.022000Z,2023-04-16T19:42:39.412000Z,2023-04-16T19:42:39.918000,2023-04-16T19:42:39.826729Z,55,CE3DWF28,3615,Medicine,55,Female,White,United States,United States,United States,English,No,Full-Time
643c4fb9b3104fe0282f2966,63d181019036d598f33bfe33,APPROVED,2023-04-16T19:42:53.220000Z,2023-04-16T19:44:23.861000Z,2023-04-16T19:44:24.703000,2023-04-16T19:44:24.638069Z,91,CE3DWF28,605,Medicine,32,Male,White,United States,United States,United States,English,No,Full-Time
643c4fc5293a07bc3f96d58c,5fab3afc780978629141d35f,APPROVED,2023-04-16T19:43:03.515000Z,2023-04-16T19:44:28.837000Z,2023-04-16T19:44:29.284000Z,2023-04-16T19:44:30.100976Z,86,CE3DWF28,582,Medicine,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
643c4fd84bec30fd7d96d5ab,610b1591257ac027333f6f2b,APPROVED,2023-04-16T19:43:23.943000Z,2023-04-16T19:44:33.676000Z,2023-04-16T19:44:34.124000Z,2023-04-16T19:44:34.825560Z,70,CE3DWF28,655,Medicine,46,Female,White,United States,United States,United States,English,No,Full-Time
643c4ff059610c21c860e447,63e55b9998cfe6f533667161,APPROVED,2023-04-16T19:43:47.619000Z,2023-04-16T19:44:50.941000Z,2023-04-16T19:44:52.417000,2023-04-16T19:44:52.338230Z,64,CE3DWF28,438,Medicine,38,Male,White,United States,United States,United States,English,No,Full-Time
643c5014237762da3caa4ee9,61112645ce733afadd8f7bf9,APPROVED,2023-04-16T19:44:24.281000Z,2023-04-16T19:46:14.168000Z,2023-04-16T19:46:14.958000,2023-04-16T19:46:14.899672Z,110,CE3DWF28,459,Medicine,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643c5024d46b54b94b173733,60ff712d335699ee037aa128,APPROVED,2023-04-16T19:44:40.452000Z,2023-04-16T19:45:46.471000Z,2023-04-16T19:45:46.964000,2023-04-16T19:45:46.896394Z,67,CE3DWF28,979,Medicine,22,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643c50326203eee397cd6296,5dcf1dd6e4f4a006d66099c7,APPROVED,2023-04-16T19:44:58.449000Z,2023-04-16T19:47:04.864000Z,2023-04-16T19:47:05.281000,2023-04-16T19:47:05.215955Z,127,CE3DWF28,602,Medicine,53,Male,White,United States,United States,United States,English,No,Full-Time
643c5073350e26b25b478900,5c8d7182d169ac0017d98627,APPROVED,2023-04-16T19:45:58.382000Z,2023-04-16T19:47:11.312000Z,2023-04-16T19:47:11.780000,2023-04-16T19:47:11.707576Z,73,CE3DWF28,1068,Medicine,28,Male,White,United States,United States,United States,English,No,Part-Time
643c507a2db64955cce21e9f,57445a313fdc690010095688,APPROVED,2023-04-16T19:46:04.715000Z,2023-04-16T19:47:17.114000Z,2023-04-16T19:47:19.396000,2023-04-16T19:47:19.310152Z,73,CE3DWF28,1004,Medicine,27,Male,Black,United States,United States,United States,English,Yes,Part-Time
643c50b05ac9dda4abdc458a,60838e2e91a6300001f9ac89,APPROVED,2023-04-16T19:47:01.520000Z,2023-04-16T19:49:02.992000Z,2023-04-16T19:49:04.006000,2023-04-16T19:49:03.919205Z,122,CE3DWF28,2807,Medicine,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643c50d357f3a08e15478922,5a8b1ee2000dab00018cc7cd,APPROVED,2023-04-16T19:47:35.782000Z,2023-04-16T19:50:07.025000Z,2023-04-16T19:50:07.685000,2023-04-16T19:50:07.410815Z,152,CE3DWF28,3141,Medicine,34,Female,White,United States,United States,United States,English,No,Part-Time
643c50ed4d37ce01f08b6fee,5f985596be2ea910b23827ed,APPROVED,2023-04-16T19:48:24.554000Z,2023-04-16T19:50:09.370000Z,2023-04-16T19:50:09.839000,2023-04-16T19:50:09.770041Z,105,CE3DWF28,2096,Medicine,23,Male,Asian,Singapore,United States,United States,Chinese,Yes,Full-Time
643c510b018a01ffd0772cb4,636578c6aa1228f8b15ee701,APPROVED,2023-04-16T19:48:31.518000Z,2023-04-16T19:49:31.961000Z,2023-04-16T19:49:32.455000,2023-04-16T19:49:32.379829Z,61,CE3DWF28,805,Medicine,22,Male,White,United States,United States,United States,English,Yes,Full-Time
643c5168e83c2a7e91aa4ee7,592ba0926579ca0001edb7de,APPROVED,2023-04-16T19:50:06.714000Z,2023-04-16T19:58:54.043000Z,2023-04-16T19:58:54.523000,2023-04-16T19:58:54.438413Z,528,CE3DWF28,347,Medicine,29,Female,Asian,United States,United States,United States,Pashto,Yes,Part-Time
643c51a852aab958e25c3fb5,63ea4609086ed7a4f9ee55a5,APPROVED,2023-04-16T19:51:07.653000Z,2023-04-16T19:52:03.624000Z,2023-04-16T19:52:04.094000,2023-04-16T19:52:04.000715Z,56,CE3DWF28,406,Medicine,33,Female,White,United States,United States,United States,English,No,Full-Time
643c51c3a76ecfe4b5262f5a,60bd2dac3b83db2d6cafbdb5,APPROVED,2023-04-16T19:51:34.013000Z,2023-04-16T19:52:46.937000Z,2023-04-16T19:52:47.425000,2023-04-16T19:52:47.358934Z,73,CE3DWF28,668,Medicine,25,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
643c51d4c8421de979e21e7f,629e1261dc860cbee1a8be12,APPROVED,2023-04-16T19:51:55.413000Z,2023-04-16T19:55:57.464000Z,2023-04-16T19:55:57.899000,2023-04-16T19:55:57.816972Z,243,CE3DWF28,1887,Medicine,38,Female,White,United States,United States,United States,English,No,Full-Time
643c52815cca0823fb853291,5ef3832ddd7d5a0f19b24f20,APPROVED,2023-04-16T19:54:44.432000Z,2023-04-16T19:55:57.736000Z,2023-04-16T19:55:58.219000,2023-04-16T19:55:58.146677Z,74,CE3DWF28,1758,Medicine,35,Male,White,Chile,United States,United States,Spanish,Yes,Full-Time
643c52ff874653dbec9a06e7,5fbc56c0293d73121cdc1eb5,APPROVED,2023-04-16T19:56:50.649000Z,2023-04-16T19:58:10.124000Z,2023-04-16T19:58:10.583000,2023-04-16T19:58:10.501734Z,80,CE3DWF28,3769,Medicine,33,Male,White,United States,United States,United States,English,Yes,Full-Time
643c53207d67c117d68b6f67,63d2bc12a843f8466a8f83e0,APPROVED,2023-04-16T19:57:24.792000Z,2023-04-16T19:59:13.821000Z,2023-04-16T19:59:14.313000,2023-04-16T19:59:14.242303Z,110,CE3DWF28,224,Medicine,30,Female,White,United States,United States,United States,English,No,Full-Time
643c53370fea037c862f2971,5da4152a3ab39a0011295a3e,APPROVED,2023-04-16T19:57:50.490000Z,2023-04-16T20:00:10.588000Z,2023-04-16T20:00:11.088000,2023-04-16T20:00:11.003996Z,141,CE3DWF28,1041,Medicine,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
643c533b971cc267cce312ca,63d1458687bb808c5929e352,APPROVED,2023-04-16T19:57:50.561000Z,2023-04-16T19:58:43.318000Z,2023-04-16T19:58:43.713000,2023-04-16T19:58:43.641828Z,53,CE3DWF28,750,Medicine,26,Male,Asian,United States,United States,United States,English,No,Full-Time
643c53465f50535c65262f67,615b153c4573e5f639badcf1,APPROVED,2023-04-16T19:58:00.876000Z,2023-04-16T19:59:42.614000Z,2023-04-16T19:59:43.504000,2023-04-16T19:59:43.436719Z,102,CE3DWF28,752,Medicine,24,Female,White,United States,United States,United States,English,No,Full-Time
643c53502247650d1f9a0646,5f481a825080c619ea3709b0,APPROVED,2023-04-16T19:58:13.600000Z,2023-04-16T20:02:45.617000Z,2023-04-16T20:02:46.222000,2023-04-16T20:02:46.145385Z,273,CE3DWF28,1558,Medicine,44,Female,Black,United States,United States,United States,English,No,Part-Time
643c53def3b9db83f322f096,5d27dc6b46dea800184f8bfa,APPROVED,2023-04-16T20:00:41.054000Z,2023-04-16T20:02:50.745000Z,2023-04-16T20:02:51.182000,2023-04-16T20:02:51.113606Z,130,CE3DWF28,814,Medicine,40,Female,Asian,United Arab Emirates,United States,United States,English,No,Part-Time
643c5419876c57e3aa51c49f,5c3764ce3acfeb000154ac66,APPROVED,2023-04-16T20:01:33.698000Z,2023-04-16T20:02:57.078000Z,2023-04-16T20:02:57.507000,2023-04-16T20:02:57.435114Z,84,CE3DWF28,1960,Medicine,33,Male,Asian,United States,United States,United States,English,No,Part-Time
643c54785b3297cba255cf1d,63caad623a9efa3d1daba06d,APPROVED,2023-04-16T20:03:08.008000Z,2023-04-16T20:04:18.354000Z,2023-04-16T20:04:19.159000,2023-04-16T20:04:19.073679Z,71,CE3DWF28,334,Medicine,49,Female,White,United States,United States,United States,English,No,Full-Time
643c549dda00244a890a2f6a,612dadc02ff79efdae19c7f6,APPROVED,2023-04-16T20:03:45.422000Z,2023-04-16T20:05:08.812000Z,2023-04-16T20:05:09.325000,2023-04-16T20:05:09.246199Z,84,CE3DWF28,1249,Medicine,40,Female,White,United States,United States,United States,English,No,Full-Time
643c54d7550edbae0c43d092,5fc502cb4583150009dc8a66,APPROVED,2023-04-16T20:04:42.721000Z,2023-04-16T20:05:52.915000Z,2023-04-16T20:05:53.440000,2023-04-16T20:05:53.356698Z,71,CE3DWF28,3914,Medicine,43,Female,White,United States,United States,United States,English,No,Full-Time
643c54ffa72990b1f01974be,64148386b15c3ddfef1fcd69,APPROVED,2023-04-16T20:05:22.785000Z,2023-04-16T20:07:33.652000Z,2023-04-16T20:07:34.145000,2023-04-16T20:07:34.061461Z,131,CE3DWF28,189,Medicine,38,Male,White,United States,United States,United States,English,No,Full-Time
643c556ab3b4c16bf7772c74,5e04f438afb8b0f5afa75f08,APPROVED,2023-04-16T20:07:09.382000Z,2023-04-16T20:08:11.353000Z,2023-04-16T20:08:11.797000,2023-04-16T20:08:11.728077Z,62,CE3DWF28,1023,Medicine,37,Male,White,United States,United States,United States,English,No,Full-Time
643c5626f61144ab968c08e2,5eeaa8ee94a7f8046a02a20d,APPROVED,2023-04-16T20:10:18.734000Z,2023-04-16T20:12:11.909000Z,2023-04-16T20:12:12.474000,2023-04-16T20:12:12.393852Z,114,CE3DWF28,1415,Medicine,39,Male,White,United States,United States,United States,English,No,Full-Time
643c5633fd60d2bebb96d535,63ea5fe64d7a2cce52a149ca,APPROVED,2023-04-16T20:10:29.196000Z,2023-04-16T20:11:48.376000Z,2023-04-16T20:11:48.928000,2023-04-16T20:11:48.842870Z,80,CE3DWF28,454,Medicine,29,Female,Asian,United States,United States,United States,English,No,Full-Time
643c56a21911e54641aa4edc,60b7f6030152011ff5ab8197,APPROVED,2023-04-16T20:12:22.163000Z,2023-04-16T20:13:22.373000Z,2023-04-16T20:13:22.963000,2023-04-16T20:13:22.894450Z,61,CE3DWF28,1002,Medicine,40,Male,Mixed,United States,United States,United States,English,No,Full-Time
643c56d7f5c7d30a5bf452d6,546e72bafdf99b2b8df98426,APPROVED,2023-04-16T20:13:14.717000Z,2023-04-16T20:14:24.548000Z,2023-04-16T20:14:25.013000,2023-04-16T20:14:24.943664Z,70,CE3DWF28,1705,Medicine,33,Female,Mixed,United States,United States,United States,English,No,Part-Time
643c571a7b2848c30a24e030,633628106c44d5d8d54813f5,APPROVED,2023-04-16T20:14:20.874000Z,2023-04-16T20:15:10.156000Z,2023-04-16T20:15:15.435000,2023-04-16T20:15:15.480253Z,50,CE3DWF28,506,Medicine,25,Male,White,United States,United States,United States,English,Yes,Part-Time
643c572c23b2083fb4197501,5eb24b26f30ede1a6ae46c14,APPROVED,2023-04-16T20:14:38.780000Z,2023-04-16T20:16:16.536000Z,2023-04-16T20:16:24.639000Z,2023-04-16T20:16:30.848270Z,98,CE3DWF28,3719,Medicine,24,Male,White,United States,United States,United States,English,Yes,Full-Time
643c576d8f94556684d976b7,60a6c78720fb46c16a21ab1e,APPROVED,2023-04-16T20:15:43.943000Z,2023-04-16T20:16:51.705000Z,2023-04-16T20:16:52.395000,2023-04-16T20:16:52.302806Z,68,CE3DWF28,1938,Medicine,27,Male,Mixed,United States,United States,United States,English,No,Part-Time
643c5796909627291e713be2,62fba37f3560a85b4eb94aac,APPROVED,2023-04-16T20:16:26.728000Z,2023-04-16T20:17:36.073000Z,2023-04-16T20:17:37.605000,2023-04-16T20:17:37.525295Z,70,CE3DWF28,1210,Medicine,45,Male,White,United States,United States,United States,English,No,Full-Time
643c582713ca5f41af60e3fe,6110a52e4764194c6a17b64c,APPROVED,2023-04-16T20:18:53.207000Z,2023-04-16T20:20:37.912000Z,2023-04-16T20:20:38.332000,2023-04-16T20:20:38.265244Z,105,CE3DWF28,324,Medicine,29,Female,Mixed,United States,United States,United States,English,No,Full-Time
643c5874fd60d2bebb96d5a9,5733c6c2edc1fe117456c016,APPROVED,2023-04-16T20:20:08.593000Z,2023-04-16T20:22:11.987000Z,2023-04-16T20:22:12.469000,2023-04-16T20:22:12.392980Z,124,CE3DWF28,1441,Medicine,31,Female,White,United States,United States,United States,English,No,Full-Time
643c5931b36c4f6ed3772cb7,5e63e24eaf3bd51660031dbe,APPROVED,2023-04-16T20:23:20.482000Z,2023-04-16T20:24:59.002000Z,2023-04-16T20:24:59.455000,2023-04-16T20:24:59.373371Z,99,CE3DWF28,4529,Medicine,37,Male,White,United States,United States,United States,English,Yes,Full-Time
643c5945e795d2e72e2f2980,5ce300b94c6a040001bcc0ec,APPROVED,2023-04-16T20:23:37.895000Z,2023-04-16T20:25:18.719000Z,2023-04-16T20:25:19.207000,2023-04-16T20:25:19.126999Z,101,CE3DWF28,1111,Medicine,42,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
643c59a5ec2347a258dc45c0,58a53ea734fcb30001053e08,APPROVED,2023-04-16T20:25:18.352000Z,2023-04-16T20:27:28.800000Z,2023-04-16T20:27:29.272000,2023-04-16T20:27:29.192759Z,131,CE3DWF28,1017,Medicine,52,Male,White,United States,United States,United States,English,No,Full-Time
643c5a2dda4a9fb0aeb81c1c,5b745d7bea73590001e99b25,APPROVED,2023-04-16T20:27:29.438000Z,2023-04-16T20:29:36.056000Z,2023-04-16T20:29:36.526000,2023-04-16T20:29:36.463714Z,127,CE3DWF28,2234,Medicine,56,Female,White,United States,United States,United States,English,No,Full-Time
643c5aac45f7c5b1ff5c3f8e,606be651a89a7baf6141e8b9,APPROVED,2023-04-16T20:29:40.241000Z,2023-04-16T20:32:23.250000Z,2023-04-16T20:32:23.797000Z,2023-04-16T20:32:24.228122Z,164,CE3DWF28,917,Medicine,26,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
643c5b100dc4a204489a06a1,5aadbb1ee1546900019af242,APPROVED,2023-04-16T20:31:16.775000Z,2023-04-16T20:32:44.633000Z,2023-04-16T20:32:45.173000,2023-04-16T20:32:45.077469Z,88,CE3DWF28,457,Medicine,34,Male,Asian,United States,United States,United States,English,No,Full-Time
643c5b60ceda4b2c879441c6,5e42e99a423d0b0526ec6592,APPROVED,2023-04-16T20:32:35.401000Z,2023-04-16T20:33:29.323000Z,2023-04-16T20:33:29.828000,2023-04-16T20:33:29.731402Z,54,CE3DWF28,264,Medicine,43,Female,White,United States,United States,United States,English,No,Full-Time
643c5b6a384bf66073d976dc,55e59b81c70c7a000b2a5ad9,APPROVED,2023-04-16T20:32:46.634000Z,2023-04-16T20:35:05.170000Z,2023-04-16T20:35:05.693000,2023-04-16T20:35:05.595384Z,139,CE3DWF28,2111,Medicine,44,Female,White,United States,United States,United States,English,No,Part-Time
643c5b8c8ef2418a093398e5,63d1b680be452fa711f77f60,APPROVED,2023-04-16T20:33:21.123000Z,2023-04-16T20:35:52.005000Z,2023-04-16T20:35:52.481000,2023-04-16T20:35:52.401200Z,151,CE3DWF28,62,Medicine,32,Female,White,United States,United States,United States,English,No,Full-Time
643c5be3de36388f53384275,5ef4b8cf1f15df0ae9c7a706,APPROVED,2023-04-16T20:34:48.551000Z,2023-04-16T20:36:33.249000Z,2023-04-16T20:36:33.674000,2023-04-16T20:36:33.613937Z,105,CE3DWF28,3492,Medicine,30,Male,Asian,United States,United States,United States,Vietnamese,No,Full-Time
643c5c7e30428a913493d95e,5dd371cada167d3773d4ee9e,APPROVED,2023-04-16T20:37:22.608000Z,2023-04-16T20:40:35.805000Z,2023-04-16T20:40:36.275000,2023-04-16T20:40:36.195241Z,194,CE3DWF28,3443,Medicine,49,Female,White,United States,United States,United States,English,No,Part-Time
643c5cbf5a343972b155cf87,61072de8cb2b196304aa0009,APPROVED,2023-04-16T20:38:26.776000Z,2023-04-16T20:40:07.891000Z,2023-04-16T20:40:08.537000,2023-04-16T20:40:08.467313Z,102,CE3DWF28,285,Medicine,40,Female,Black,United States,United States,United States,English,No,Full-Time
643c5cc8185a9563479558b3,5c9c70f596508100010e5a05,APPROVED,2023-04-16T20:38:37.189000Z,2023-04-16T20:40:36.703000Z,2023-04-16T20:40:37.291000,2023-04-16T20:40:37.200080Z,120,CE3DWF28,427,Medicine,31,Female,White,United States,United States,United States,English,No,Full-Time
643c5ccebba4b68dff0a2f5a,5fe49a4ad8918ba1615e298d,APPROVED,2023-04-16T20:38:42.035000Z,2023-04-16T20:43:50.682000Z,2023-04-16T20:43:51.198000,2023-04-16T20:43:51.124029Z,309,CE3DWF28,3779,Medicine,58,Female,White,United States,United States,United States,English,No,Full-Time
643c5cd537cc0c2226e312fb,6122c4c32f62073ea0b47fca,APPROVED,2023-04-16T20:38:48.030000Z,2023-04-16T20:41:05.774000Z,2023-04-16T20:41:06.327000,2023-04-16T20:41:06.262676Z,138,CE3DWF28,2032,Medicine,29,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,Full-Time
643c5cefc3e5e4a4fcdc45b3,60bcefabcd5af65610403732,APPROVED,2023-04-16T20:39:14.263000Z,2023-04-16T20:40:19.088000Z,2023-04-16T20:40:19.508000,2023-04-16T20:40:19.438883Z,65,CE3DWF28,1505,Medicine,32,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643c5d1a6d42d5a60cdc45ec,603554811339278491ecef59,APPROVED,2023-04-16T20:39:57.068000Z,2023-04-16T20:42:09.998000Z,2023-04-16T20:42:10.588000,2023-04-16T20:42:10.510911Z,133,CE3DWF28,506,Medicine,39,Male,White,United States,United States,United States,English,No,Full-Time
643c5d22d5b2945c7465d524,5dd32178c5fa30341133264e,APPROVED,2023-04-16T20:40:06.420000Z,2023-04-16T20:42:27.848000Z,2023-04-16T20:42:28.314000,2023-04-16T20:42:28.242724Z,142,CE3DWF28,3850,Medicine,36,Female,Black,United States,United States,United States,English,No,Full-Time
