Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Employment-sector,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
643d57b4479938ce47431221,5ac4c721e1099600016a823b,APPROVED,2023-04-17T14:29:18.152000Z,2023-04-17T14:31:32.609000Z,2023-04-17T14:31:33.064000,2023-04-17T14:31:32.988622Z,135,CE3DWF28,3616,Information Technology,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d586148f918ff5199a4d4,5d8d5cc4c83a770013213a84,APPROVED,2023-04-17T14:32:03.688000Z,2023-04-17T14:33:06.178000Z,2023-04-17T14:33:06.689000,2023-04-17T14:33:06.596239Z,63,CE3DWF28,729,Information Technology,20,Female,Mixed,United States,United States,United States,English,No,Part-Time
643d5866b802b3edebcda82e,5e84c817507cd3066a527e5e,APPROVED,2023-04-17T14:33:00.251000Z,2023-04-17T14:36:10.018000Z,2023-04-17T14:36:10.521000,2023-04-17T14:36:10.423440Z,190,CE3DWF28,873,Information Technology,43,Male,Asian,Thailand,United States,United States,English,No,Part-Time
643d587aba5973f770896177,60c6cd8bacdf5d1f27924048,APPROVED,2023-04-17T14:32:28.846000Z,2023-04-17T14:35:21.060000Z,2023-04-17T14:35:21.590000,2023-04-17T14:35:21.500638Z,173,CE3DWF28,1228,"Science, Technology, Engineering & Mathematics",31,Male,White,United States,United States,United States,English,No,Full-Time
643d5901e28b98f7af8b4b30,57c4f62865da940001f6b7e4,APPROVED,2023-04-17T14:34:43.937000Z,2023-04-17T14:35:49.468000Z,2023-04-17T14:35:50.005000,2023-04-17T14:35:49.916595Z,66,CE3DWF28,315,"Science, Technology, Engineering & Mathematics",29,Female,Black,United States,United States,United States,English,No,Full-Time
643d59245475865ecad5d4c3,614e51ba8bd7590a59e92f9c,APPROVED,2023-04-17T14:35:19.649000Z,2023-04-17T14:36:52.353000Z,2023-04-17T14:36:52.809000,2023-04-17T14:36:52.731235Z,93,CE3DWF28,1092,Information Technology,38,Male,White,United States,United States,United States,English,Yes,Full-Time
643d592719c9593b7f34b64e,63c38dfca628b972e69e8a87,APPROVED,2023-04-17T14:35:23.141000Z,2023-04-17T14:36:42.575000Z,2023-04-17T14:36:43.069000,2023-04-17T14:36:42.972750Z,80,CE3DWF28,311,"Science, Technology, Engineering & Mathematics",35,Male,White,United States,United States,United States,English,No,Full-Time
643d594c82c2151ec3b08ce5,567adef5b7d79a0012b26b95,APPROVED,2023-04-17T14:35:58.195000Z,2023-04-17T14:37:09.076000Z,2023-04-17T14:37:09.566000,2023-04-17T14:37:09.482315Z,71,CE3DWF28,4225,"Science, Technology, Engineering & Mathematics",38,Male,White,United States,United States,United States,English,No,Full-Time
643d595bf926f288f5d98e43,5d3522b6eac3d50017df02cb,APPROVED,2023-04-17T14:36:36.369000Z,2023-04-17T14:37:45.372000Z,2023-04-17T14:37:46.009000,2023-04-17T14:37:45.910377Z,70,CE3DWF28,3176,"Science, Technology, Engineering & Mathematics",40,Male,Asian,China,United States,United States,Chinese,No,Full-Time
643d597b5e7615bb1404c2cc,631b32b0796f2941b55e7d58,APPROVED,2023-04-17T14:36:46.307000Z,2023-04-17T14:38:16.785000Z,2023-04-17T14:38:17.315000,2023-04-17T14:38:17.222851Z,91,CE3DWF28,904,Information Technology,33,Male,White,United States,United States,United States,English,No,Full-Time
643d598fa5bef04896716756,5c8be0dd542fbd0016924f5f,APPROVED,2023-04-17T14:37:08.038000Z,2023-04-17T14:39:48.022000Z,2023-04-17T14:39:48.510000Z,2023-04-17T14:39:49.021671Z,160,CE3DWF28,3293,"Science, Technology, Engineering & Mathematics",32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5991fcc2b0f871c7f357,601b75077aa0425330b81e36,APPROVED,2023-04-17T14:37:08.807000Z,2023-04-17T14:38:56.958000Z,2023-04-17T14:38:57.492000,2023-04-17T14:38:57.405374Z,109,CE3DWF28,4281,Information Technology,70,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
643d59926f500a006a46a7e5,60fe1e2e185eb1dfc03e422e,APPROVED,2023-04-17T14:37:10.614000Z,2023-04-17T14:38:40.444000Z,2023-04-17T14:38:40.967000,2023-04-17T14:38:40.870332Z,90,CE3DWF28,1067,"Science, Technology, Engineering & Mathematics",26,Female,White,United States,United States,United States,English,No,Full-Time
643d59b851ed4f0c45c2f0a7,5ec81f94ce3f412db210602c,APPROVED,2023-04-17T14:37:50.423000Z,2023-04-17T14:40:36.737000Z,2023-04-17T14:40:37.239000,2023-04-17T14:40:37.139796Z,167,CE3DWF28,2766,"Science, Technology, Engineering & Mathematics",34,Female,White,United States,United States,United States,English,No,Full-Time
643d59def35c9a46873cca7e,5b342c9da2982a0001dd9f25,APPROVED,2023-04-17T14:38:26.969000Z,2023-04-17T14:39:56.936000Z,2023-04-17T14:39:57.545000,2023-04-17T14:39:57.479034Z,90,CE3DWF28,4887,Information Technology,60,Male,White,United States,United States,United States,English,No,Full-Time
643d5a086ab3a2e8341adbc8,5da5e4b047fd9b001763f275,APPROVED,2023-04-17T14:39:07.350000Z,2023-04-17T14:40:21.140000Z,2023-04-17T14:40:25.293000,2023-04-17T14:40:25.208947Z,74,CE3DWF28,763,"Science, Technology, Engineering & Mathematics",46,Female,White,United States,United States,United States,English,No,Full-Time
643d5a25b601fff7149c2e40,59107216127b0b00011fabea,APPROVED,2023-04-17T14:39:33.704000Z,2023-04-17T14:41:03.077000Z,2023-04-17T14:41:03.574000,2023-04-17T14:41:03.459475Z,90,CE3DWF28,1456,"Science, Technology, Engineering & Mathematics",33,Female,Asian,United States,United States,United States,English,No,Full-Time
643d5a40d0a714304a8b4a74,5d3db07f00fd1d001cfbaddd,APPROVED,2023-04-17T14:40:06.663000Z,2023-04-17T14:41:08.585000Z,2023-04-17T14:41:09.127000,2023-04-17T14:41:09.040607Z,62,CE3DWF28,270,"Science, Technology, Engineering & Mathematics",23,Male,Other,United States,United States,United States,English,Yes,Part-Time
643d5a411861c67d7d1adc2e,610765c6d41933eba28b45a9,APPROVED,2023-04-17T14:40:05.262000Z,2023-04-17T14:41:25.589000Z,2023-04-17T14:41:26.141000,2023-04-17T14:41:26.043834Z,81,CE3DWF28,822,"Science, Technology, Engineering & Mathematics",27,Female,White,United States,United States,United States,English,No,Full-Time
643d5a52c8f76814bed5dec3,5c328aa26558270001bd9571,APPROVED,2023-04-17T14:40:21.212000Z,2023-04-17T14:45:04.011000Z,2023-04-17T14:45:04.687000,2023-04-17T14:45:04.602470Z,283,CE3DWF28,71,"Science, Technology, Engineering & Mathematics",23,Male,DATA_EXPIRED,United States,United States,United States,Chinese,No,Full-Time
643d5a5891dab0150a99a54a,5ec62902bb44c16b842128f9,APPROVED,2023-04-17T14:40:24.934000Z,2023-04-17T14:42:36.752000Z,2023-04-17T14:42:37.816000,2023-04-17T14:42:37.745393Z,132,CE3DWF28,3786,Information Technology,35,Male,White,Brazil,United States,United States,Portuguese,No,Full-Time
643d5a97f54dec3166d5de50,631a9f635762d2b83a53202b,APPROVED,2023-04-17T14:41:29.767000Z,2023-04-17T14:42:55.965000Z,2023-04-17T14:42:56.414000Z,2023-04-17T14:42:56.721151Z,87,CE3DWF28,1399,"Science, Technology, Engineering & Mathematics",32,Male,White,United States,United States,United States,English,No,Full-Time
643d5aa381350edb42b08cb9,599da50e17c03c000151b18b,APPROVED,2023-04-17T14:42:50.607000Z,2023-04-17T14:44:46.721000Z,2023-04-17T14:44:47.276000,2023-04-17T14:44:47.276670Z,117,CE3DWF28,3454,Information Technology,45,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
643d5aa5bbce596b3871b4e5,5d76a776f6630c0018431c01,APPROVED,2023-04-17T14:42:02.537000Z,2023-04-17T14:43:45.981000Z,2023-04-17T14:43:46.445000,2023-04-17T14:43:46.346973Z,104,CE3DWF28,1806,Information Technology,39,Male,Mixed,United States,United States,United States,English,No,Full-Time
643d5aacf89c487dc12aa767,5ced2e280b20970017acee91,APPROVED,2023-04-17T14:41:54.752000Z,2023-04-17T14:43:17.968000Z,2023-04-17T14:43:18.498000,2023-04-17T14:43:18.431903Z,84,CE3DWF28,641,Information Technology,27,Male,White,United States,United States,United States,English,No,Full-Time
643d5ac0bc884079c93cca4b,5c37ecbfbef9a20001e3b0d9,APPROVED,2023-04-17T14:42:10.214000Z,2023-04-17T14:43:14.083000Z,2023-04-17T14:43:14.508000,2023-04-17T14:43:14.426852Z,64,CE3DWF28,741,Information Technology,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5ace9755f79dc7a2bb82,572036a1fd3a5200093c126b,APPROVED,2023-04-17T14:42:25.398000Z,2023-04-17T14:43:32.141000Z,2023-04-17T14:43:32.678000,2023-04-17T14:43:32.587021Z,67,CE3DWF28,4301,Information Technology,45,Female,White,United States,United States,United States,English,No,Full-Time
643d5acf1f253236dac2f0a7,55a56724fdf99b7973398109,APPROVED,2023-04-17T14:42:25.711000Z,2023-04-17T14:46:21.654000Z,2023-04-17T14:46:27.067000,2023-04-17T14:46:26.842024Z,236,CE3DWF28,2365,Information Technology,28,Female,White,United States,United States,United States,English,No,Full-Time
643d5af072e2a336ba99bdb7,631b67a3f82c28fb8ac2ac35,APPROVED,2023-04-17T14:42:59.842000Z,2023-04-17T14:44:00.988000Z,2023-04-17T14:44:01.437000,2023-04-17T14:44:01.362466Z,62,CE3DWF28,838,Information Technology,39,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5afafb07b86c840c2488,5e230311699ac45b327786dc,APPROVED,2023-04-17T14:43:11.237000Z,2023-04-17T14:44:35.251000Z,2023-04-17T14:44:35.776000,2023-04-17T14:44:35.697616Z,85,CE3DWF28,2753,Information Technology,67,Female,White,United States,United States,United States,English,No,Part-Time
643d5b0d34e014526ce17455,616ddd8fb030bba466234e7a,APPROVED,2023-04-17T14:43:29.825000Z,2023-04-17T14:45:31.513000Z,2023-04-17T14:45:32.984000,2023-04-17T14:45:32.976293Z,122,CE3DWF28,673,Information Technology,35,Male,White,United States,United States,United States,English,No,Part-Time
643d5b1e576366073d73e83a,5ac52f51e1099600016a8a7e,APPROVED,2023-04-17T14:43:46.917000Z,2023-04-17T14:45:28.137000Z,2023-04-17T14:45:35.393000Z,2023-04-17T14:45:36.254953Z,102,CE3DWF28,663,Information Technology,52,Female,White,United States,United States,United States,English,No,Full-Time
643d5b55d16c80305e528587,5f3983e2c872e90ee1f72601,APPROVED,2023-04-17T14:44:42.671000Z,2023-04-17T14:48:16.830000Z,2023-04-17T14:48:24.512000Z,2023-04-17T14:48:28.986124Z,215,CE3DWF28,2246,Information Technology,47,Male,White,United States,United States,United States,English,No,Full-Time
643d5b673df0ff3ba51b963b,60d731567049e5132e3cc4d4,APPROVED,2023-04-17T14:44:59.427000Z,2023-04-17T14:46:08.527000Z,2023-04-17T14:46:09.205000,2023-04-17T14:46:09.077891Z,70,CE3DWF28,644,"Science, Technology, Engineering & Mathematics",26,Female,White,United States,United States,United States,English,Yes,Full-Time
643d5b70972546e82351c49b,6321b8a415804175faa4a824,APPROVED,2023-04-17T14:53:00.153000Z,2023-04-17T14:54:19.745000Z,2023-04-17T14:54:20.464000,2023-04-17T14:54:20.368302Z,80,CE3DWF28,1145,"Science, Technology, Engineering & Mathematics",39,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
643d5b7b23b6596a61744344,631cd2d174d35f3489e933c4,APPROVED,2023-04-17T14:45:17.578000Z,2023-04-17T14:47:07.668000Z,2023-04-17T14:47:37.007000Z,2023-04-17T14:47:49.185011Z,111,CE3DWF28,1093,"Science, Technology, Engineering & Mathematics",29,Male,Asian,United States,United States,United States,English,No,Full-Time
643d5b8672e2a336ba99bdd3,62e2dedae2f29092a7350393,APPROVED,2023-04-17T14:45:30.712000Z,2023-04-17T14:47:30.233000Z,2023-04-17T14:47:35.525000Z,2023-04-17T14:47:41.441479Z,120,CE3DWF28,314,"Science, Technology, Engineering & Mathematics",29,Female,Mixed,United States,United States,United States,English,No,Full-Time
643d5ba1cad72243d193abbe,62b5dfdce07ed3bed9400b38,APPROVED,2023-04-17T14:46:10.638000Z,2023-04-17T14:47:14.028000Z,2023-04-17T14:47:17.286000Z,2023-04-17T14:47:20.288413Z,64,CE3DWF28,1108,Information Technology,38,Male,White,United States,United States,United States,English,No,Full-Time
643d5bb250f7e7224b766a27,62bf01a70d976051a908ea2c,APPROVED,2023-04-17T14:46:14.680000Z,2023-04-17T14:48:25.374000Z,2023-04-17T14:48:36.162000Z,2023-04-17T14:48:40.367524Z,131,CE3DWF28,1352,Information Technology,59,Female,White,United States,United States,United States,English,No,Full-Time
643d5bb8be953c1d1862d0da,63b1acf68102ff03269cf495,APPROVED,2023-04-17T14:46:19.904000Z,2023-04-17T14:47:26.991000Z,2023-04-17T14:47:32.666000Z,2023-04-17T14:47:36.449419Z,68,CE3DWF28,543,Information Technology,49,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
643d5bcda4d0b27f93d7d84d,61007de25d1a5d74904865cd,APPROVED,2023-04-17T14:46:40.135000Z,2023-04-17T14:47:29.717000Z,2023-04-17T14:47:39.596000Z,2023-04-17T14:47:45.361636Z,50,CE3DWF28,1298,"Science, Technology, Engineering & Mathematics",28,Female,White,United States,United States,United States,English,Yes,Full-Time
643d5be502e16386ddc67a70,5d4345e9be616d0001f786cd,APPROVED,2023-04-17T14:47:06.840000Z,2023-04-17T14:48:18.056000Z,2023-04-17T14:48:29.809000Z,2023-04-17T14:48:33.256378Z,72,CE3DWF28,2146,Information Technology,40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5bf206cb3c1f72766c15,5ac440da9534ba0001c736da,APPROVED,2023-04-17T14:47:22.742000Z,2023-04-17T14:50:16.117000Z,2023-04-17T14:50:54.828000Z,2023-04-17T14:51:25.321377Z,174,CE3DWF28,4623,Information Technology,41,Male,White,United States,United States,United States,English,No,Full-Time
643d5c1579442af89f2248a3,606492360e422d12dc63000e,APPROVED,2023-04-17T14:47:52.195000Z,2023-04-17T14:49:09.267000Z,2023-04-17T14:49:21.329000Z,2023-04-17T14:49:35.643695Z,78,CE3DWF28,887,"Science, Technology, Engineering & Mathematics",26,Male,White,United States,United States,United States,English,No,Full-Time
643d5c3e2d42f4bbb634b654,5f1703a31ea06d025b729ad9,APPROVED,2023-04-17T14:48:32.743000Z,2023-04-17T14:49:41.898000Z,2023-04-17T14:49:58.608000Z,2023-04-17T14:50:24.010325Z,70,CE3DWF28,3060,"Science, Technology, Engineering & Mathematics",24,Male,Asian,United States,United States,United States,English,No,Full-Time
643d5c487e6ff78fa21be21d,62e029813affb61d4f49ed85,APPROVED,2023-04-17T14:49:26.213000Z,2023-04-17T14:50:44.100000Z,2023-04-17T14:51:29.802000Z,2023-04-17T14:52:15.950407Z,78,CE3DWF28,1268,"Science, Technology, Engineering & Mathematics",41,Female,White,United States,United States,United States,English,No,Full-Time
643d5c5b956a20290647ea6a,5ded76922911274376e38065,APPROVED,2023-04-17T14:49:23.777000Z,2023-04-17T14:50:18.788000Z,2023-04-17T14:50:56.120000Z,2023-04-17T14:51:31.307635Z,56,CE3DWF28,2812,Information Technology,26,Female,White,United States,United States,United States,English,No,Full-Time
643d5c6c20b161cef3193e69,60871d664054c52f5b2741ae,APPROVED,2023-04-17T14:49:20.984000Z,2023-04-17T14:51:12.357000Z,2023-04-17T14:52:07.905000Z,2023-04-17T14:52:32.132568Z,112,CE3DWF28,943,"Science, Technology, Engineering & Mathematics",50,Female,White,United States,United States,United States,English,No,Full-Time
643d5c7d1a98abdd6504c2f5,5e929bd3080e070d20e394b3,APPROVED,2023-04-17T14:50:58.811000Z,2023-04-17T14:52:07.143000Z,2023-04-17T14:52:31.201000Z,2023-04-17T14:52:41.833842Z,69,CE3DWF28,1094,Information Technology,25,Male,White,United States,United States,United States,English,No,Full-Time
643d5ca76c6631546f2342fa,5aebb10baa05510001ff6500,APPROVED,2023-04-17T14:50:34.064000Z,2023-04-17T14:51:42.643000Z,2023-04-17T14:52:25.937000Z,2023-04-17T14:52:37.339117Z,69,CE3DWF28,2812,"Science, Technology, Engineering & Mathematics",24,Male,White,United States,United States,United States,English,Yes,Full-Time
643d5caaddb21285fb8b4a82,641feb2494b8a1eb706ab8a5,APPROVED,2023-04-17T14:50:22.176000Z,2023-04-17T14:53:47.577000Z,2023-04-17T14:53:48.184000,2023-04-17T14:53:48.070324Z,206,CE3DWF28,131,Information Technology,24,Male,White,United States,United States,United States,English,No,Full-Time
643d5cb02edd5d76157934d2,5ef37831c37ebb0bbd2d3e03,APPROVED,2023-04-17T14:50:29.360000Z,2023-04-17T14:51:10.046000Z,2023-04-17T14:51:53.443000Z,2023-04-17T14:52:27.779135Z,41,CE3DWF28,3015,Information Technology,26,Male,Asian,Philippines,United States,United States,Tagalog-Filipino,No,Full-Time
643d5cd615cab8bb37e8d2b1,5ffc9218eb4ab30bbeb6c301,APPROVED,2023-04-17T14:51:05.113000Z,2023-04-17T14:52:19.406000Z,2023-04-17T14:52:35.880000Z,2023-04-17T14:52:45.178980Z,75,CE3DWF28,1656,Information Technology,29,Male,White,United States,United States,United States,English,No,Part-Time
643d5cde6c1be2a1228ca793,5dedf0483711364928753ecd,APPROVED,2023-04-17T14:51:10.008000Z,2023-04-17T14:54:20.038000Z,2023-04-17T14:54:25.599000,2023-04-17T14:54:20.483605Z,191,CE3DWF28,3082,Information Technology,37,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
643d5cf9da5e657933e8d229,628e96b9b7679f5464681a9a,APPROVED,2023-04-17T14:51:41.366000Z,2023-04-17T14:53:09.496000Z,2023-04-17T14:53:10.299000,2023-04-17T14:53:10.259121Z,89,CE3DWF28,1271,"Science, Technology, Engineering & Mathematics",32,Male,White,United States,United States,United States,English,No,Full-Time
643d5d1854dc045f778f39cc,5fec89bd9f4b9ee1eb277396,APPROVED,2023-04-17T14:52:11.122000Z,2023-04-17T14:53:11.379000Z,2023-04-17T14:53:12.036000,2023-04-17T14:53:11.912605Z,61,CE3DWF28,303,"Science, Technology, Engineering & Mathematics",29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5d1c5895404e251be287,630cdc7407755279459f65cc,APPROVED,2023-04-17T14:52:15.536000Z,2023-04-17T14:53:31.834000Z,2023-04-17T14:53:32.353000,2023-04-17T14:53:32.244983Z,77,CE3DWF28,649,"Science, Technology, Engineering & Mathematics",30,Male,Other,United States,United States,United States,English,No,DATA_EXPIRED
643d5d3438f981c80604f8f1,5d464588da9cb60015aa454e,APPROVED,2023-04-17T14:52:40.302000Z,2023-04-17T14:53:34.756000Z,2023-04-17T14:53:35.329000,2023-04-17T14:53:35.247796Z,55,CE3DWF28,1997,"Science, Technology, Engineering & Mathematics",36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5d3a24ddeb9a1d9c95e8,614e1be1b75d7b452e03414c,APPROVED,2023-04-17T14:52:46.756000Z,2023-04-17T14:54:56.746000Z,2023-04-17T14:54:57.270000,2023-04-17T14:54:57.177392Z,130,CE3DWF28,1179,Information Technology,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5d45c2cc4ec4b4d98dfa,57298879dfbb55000903bbbe,APPROVED,2023-04-17T14:52:56.658000Z,2023-04-17T14:56:15.503000Z,2023-04-17T14:56:16.020000,2023-04-17T14:56:15.928751Z,199,CE3DWF28,2386,Information Technology,48,Male,Black,United States,United States,United States,English,No,Full-Time
643d5d4f9e9cf1a697c9460a,6147b57356da2c40473e3e06,APPROVED,2023-04-17T14:53:15.858000Z,2023-04-17T14:56:04.137000Z,2023-04-17T14:56:04.650000,2023-04-17T14:56:04.547822Z,169,CE3DWF28,2103,Information Technology,35,Male,White,United States,United States,United States,English,No,Full-Time
643d5d562b10b1f0f304f88f,6313a3d93104022e9b8a7318,APPROVED,2023-04-17T14:53:14.366000Z,2023-04-17T15:00:02.446000Z,2023-04-17T15:00:02.930000,2023-04-17T15:00:02.853228Z,409,CE3DWF28,1715,Information Technology,38,Male,Other,"Venezuela, Bolivarian Republic of",United States,United States,English,No,DATA_EXPIRED
643d5d57d695a04c7ad5d4c5,6288200662bdd110ddecad7a,APPROVED,2023-04-17T14:53:13.947000Z,2023-04-17T14:55:24.157000Z,2023-04-17T14:55:25.521000,2023-04-17T14:55:24.997648Z,131,CE3DWF28,1608,"Science, Technology, Engineering & Mathematics",34,Male,Asian,Korea,United States,United States,English,No,Full-Time
643d5d6d2a8008f210d5de53,63f2ec0bc98f4dfb1b5e60d3,APPROVED,2023-04-17T14:54:27.297000Z,2023-04-17T15:10:04.955000Z,2023-04-17T15:10:46.266000Z,2023-04-17T15:11:18.990022Z,938,CE3DWF28,384,Information Technology,25,Male,Black,United States,United States,United States,English,No,Full-Time
643d5db08894c7b43ad5cba6,63fd0e8a8ab01eb947e048fc,APPROVED,2023-04-17T14:54:43.087000Z,2023-04-17T14:55:42.155000Z,2023-04-17T14:55:45.975000,2023-04-17T14:55:42.572511Z,60,CE3DWF28,357,Information Technology,32,Male,Asian,United States,United States,United States,English,No,Full-Time
643d5db56eed8018650c2435,60e25008f1ecf0be303353bb,APPROVED,2023-04-17T14:55:34.809000Z,2023-04-17T14:57:45.077000Z,2023-04-17T14:57:45.560000,2023-04-17T14:57:45.465388Z,131,CE3DWF28,1547,"Science, Technology, Engineering & Mathematics",45,Male,White,United States,United States,United States,English,No,Full-Time
643d5dccc09c8e0902848d47,5a10ab0a120fb300019496f4,APPROVED,2023-04-17T14:57:47.577000Z,2023-04-17T15:00:58.963000Z,2023-04-17T15:00:59.436000,2023-04-17T15:00:59.370255Z,192,CE3DWF28,2258,Information Technology,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5df64f819772b91be223,564e93659b124900127eb55b,APPROVED,2023-04-17T14:55:52.994000Z,2023-04-17T15:26:12.255000Z,2023-04-17T15:26:12.936000,2023-04-17T15:26:12.906621Z,1820,CE3DWF28,2250,Information Technology,30,Male,Asian,China,United States,United States,English,No,Full-Time
643d5e0872f4cea1e651c434,5c28feff5ffcb7000128a541,APPROVED,2023-04-17T14:56:12.873000Z,2023-04-17T14:57:56.953000Z,2023-04-17T14:57:57.451000,2023-04-17T14:57:57.373113Z,105,CE3DWF28,1694,Information Technology,49,Male,White,United States,United States,United States,English,No,Full-Time
643d5e1fb737c92ab11b95e4,632bcf0f592b026e040d0f50,APPROVED,2023-04-17T14:57:13.099000Z,2023-04-17T14:58:40.464000Z,2023-04-17T14:58:40.987000,2023-04-17T14:58:40.851664Z,88,CE3DWF28,796,Information Technology,46,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
643d5e2fb415931bd5a0917e,6109ea914ed16dd53a280765,APPROVED,2023-04-17T14:56:51.721000Z,2023-04-17T14:58:43.403000Z,2023-04-17T14:58:43.900000,2023-04-17T14:58:43.813505Z,112,CE3DWF28,830,"Science, Technology, Engineering & Mathematics",27,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
643d5e30b415931bd5a0917f,5fca97a4b105427256733533,APPROVED,2023-04-17T14:56:52.483000Z,2023-04-17T14:58:37.433000Z,2023-04-17T14:58:37.929000,2023-04-17T14:58:37.856645Z,105,CE3DWF28,2500,"Science, Technology, Engineering & Mathematics",42,Male,Asian,Taiwan,United States,United States,Chinese,No,Full-Time
