StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,ProlificID,Age,Gender,Education,Salary,AIKnowledge,UsedAI,TimeEnergy,SimilarTasks,EnhanceHurt,Attention,Comments
04/15/2023 12:23,04/15/2023 12:25,IP Address,172.59.177.13,100,114,TRUE,04/15/2023 12:25,R_WCIrZxu6QYTxWzT,43.1511,-77.6425,anonymous,EN,I consent to participate in this study,5b55da633741e80001c88093,39,Female,Bachelor’s Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:24,04/15/2023 12:25,IP Address,70.171.236.198,100,61,TRUE,04/15/2023 12:25,R_7USqbP1CuVdj1Zv,33.4589,-112.0709,anonymous,EN,I consent to participate in this study,5dd43df7e0b21b434418ae6c,24,Female,Graduate Degree,"$50,001 - $75,000",Extremely knowledgeable (have an in-depth understanding of AI and its technical workings),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:24,04/15/2023 12:26,IP Address,174.194.101.245,100,118,TRUE,04/15/2023 12:26,R_2P6VjSI0hXdgrgm,43.0026,-87.9417,anonymous,EN,I consent to participate in this study,6101caab1315f0a3159be863,28,Female,Bachelor’s Degree,"$0 - $25,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/15/2023 12:25,04/15/2023 12:26,IP Address,70.173.117.75,100,79,TRUE,04/15/2023 12:26,R_10OCkBK2HLkWPrC,35.9978,-114.9592,anonymous,EN,I consent to participate in this study,5ed731509a2ae019f3f4f6ea,31,Female,Some College,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Neutral,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:24,04/15/2023 12:27,IP Address,152.117.98.62,100,162,TRUE,04/15/2023 12:27,R_3hE1IhDalmu4jh1,35.0276,-78.9709,anonymous,EN,I consent to participate in this study,613d3cb06964f7c524a78ed0,52,Female,Graduate Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:26,04/15/2023 12:28,IP Address,174.228.35.172,100,130,TRUE,04/15/2023 12:28,R_3POfBUsxUelKQN2,41.2969,-95.9674,anonymous,EN,I consent to participate in this study,610d3f2e9d2333e4a86ca9bc,62,Female,Graduate Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:25,04/15/2023 12:29,IP Address,75.183.113.250,100,209,TRUE,04/15/2023 12:29,R_2f7GNqlARHJgX5f,36.0358,-79.5075,anonymous,EN,I consent to participate in this study,6316c38449466a362ee07be9,19,Male,High School,"$0 - $25,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:28,04/15/2023 12:29,IP Address,173.79.68.245,100,53,TRUE,04/15/2023 12:29,R_2EAEfUkTHDBuZvi,38.9994,-77.0336,anonymous,EN,I consent to participate in this study,5e52981996dbff2a92ccbd24,27,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:28,04/15/2023 12:30,IP Address,149.106.32.242,100,93,TRUE,04/15/2023 12:30,R_1r6Ldn2oiJhTKKj,36.3438,-85.6355,anonymous,EN,I consent to participate in this study,5f1b2a0146ce431186055813,39,Male,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:29,04/15/2023 12:30,IP Address,216.165.95.140,100,82,TRUE,04/15/2023 12:30,R_1rxzQgT4vLrElD8,40.7359,-73.9904,anonymous,EN,I consent to participate in this study,61338374ecef87bfdfd1c7bb,20,Male,Some College,"$25,001 - $50,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform many tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:29,04/15/2023 12:31,IP Address,173.25.83.139,100,97,TRUE,04/15/2023 12:31,R_2z6ApRyq8UX55cL,37.2567,-93.2944,anonymous,EN,I consent to participate in this study,5ed0658e8fec6c13e6e6f154,30,Male,Bachelor’s Degree,"$25,001 - $50,000",Very familiar (up to date with AI trends and developments),I Don't Know,Neutral,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:30,04/15/2023 12:31,IP Address,67.188.116.145,100,61,TRUE,04/15/2023 12:31,R_3GvlWDXZLXs6W6F,37.2941,-121.8996,anonymous,EN,I consent to participate in this study,5ab09384e1546900019b154c,25,Female,Bachelor’s Degree,"$75,001 - $100,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:29,04/15/2023 12:31,IP Address,45.25.98.110,100,119,TRUE,04/15/2023 12:31,R_Z98OUbKjed2HL6F,43.0477,-88.004,anonymous,EN,I consent to participate in this study,63d3ff28c338c75425b282b9,46,Male,Graduate Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:30,04/15/2023 12:33,IP Address,70.171.79.238,100,154,TRUE,04/15/2023 12:33,R_2Yn1UpTJXHxxokE,29.998,-90.2133,anonymous,EN,I consent to participate in this study,60944d2c3e5e5ae1c1644313,44,Female,Bachelor’s Degree,"$50,001 - $75,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:33,04/15/2023 12:34,IP Address,174.211.32.239,100,94,TRUE,04/15/2023 12:34,R_1Kd9Q3sDXDqMXKr,42.5403,-83.379,anonymous,EN,I consent to participate in this study,6068f61c52d7168e0c8b049f,36,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:33,04/15/2023 12:35,IP Address,98.155.114.232,100,113,TRUE,04/15/2023 12:35,R_1JVg75vVYqy8eKu,21.4971,-158.0419,anonymous,EN,I consent to participate in this study,62f406ea9d51a0dd13658afd,22,Male,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,great study
04/15/2023 12:34,04/15/2023 12:36,IP Address,24.162.97.134,100,97,TRUE,04/15/2023 12:36,R_27xqSDkTaPAWsIV,31.5338,-97.1923,anonymous,EN,I consent to participate in this study,5ecc6ffce3ca77849333e83e,44,Male,Bachelor’s Degree,"$0 - $25,000",Somewhat familiar (heard of AI but have no knowledge of it),No,Save no time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:36,04/15/2023 12:38,IP Address,71.46.225.86,100,129,TRUE,04/15/2023 12:38,R_3MRv5XNRAULZA7Y,28.5531,-81.7597,anonymous,EN,I consent to participate in this study,569298838d93fe000dfa033c,71,Female,Bachelor’s Degree,"$0 - $25,000",Somewhat familiar (heard of AI but have no knowledge of it),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:36,04/15/2023 12:38,IP Address,68.117.74.163,100,126,TRUE,04/15/2023 12:38,R_PBWVf89hroNfr9f,44.1552,-93.9961,anonymous,EN,I consent to participate in this study,5a6b4cd2d5d4cb0001d64740,34,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:38,04/15/2023 12:39,IP Address,71.33.222.193,100,88,TRUE,04/15/2023 12:39,R_UuyA5RbIuJiuKnD,39.7586,-104.9179,anonymous,EN,I consent to participate in this study,63fa812428f289c772131458,55,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Neutral,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:40,04/15/2023 12:41,IP Address,174.235.81.159,100,76,TRUE,04/15/2023 12:41,R_3ptHiFjkzsYNjkv,35.2296,-80.843,anonymous,EN,I consent to participate in this study,5fc1c035ac92312b4c2e6bab,30,Female,Bachelor’s Degree,"$75,001 - $100,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/15/2023 12:41,04/15/2023 12:43,IP Address,174.203.244.18,100,93,TRUE,04/15/2023 12:43,R_24jEFXr0HupHtY3,35.21,-80.8512,anonymous,EN,I consent to participate in this study,61086dd335b5043ec71b99b5,28,Female,Graduate Degree,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),No,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:42,04/15/2023 12:43,IP Address,73.212.81.97,100,57,TRUE,04/15/2023 12:43,R_3Rmafp6gHikUMtm,38.8116,-76.9877,anonymous,EN,I consent to participate in this study,6107acfe97c63575a2344e36,24,Female,High School,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:43,04/15/2023 12:44,IP Address,204.228.23.203,100,51,TRUE,04/15/2023 12:44,R_1dzBt0RURRwXSgq,33.5645,-111.8901,anonymous,EN,I consent to participate in this study,5e86d1f93dabf430fb29de52,35,Male,Graduate Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:43,04/15/2023 12:44,IP Address,98.177.114.122,100,60,TRUE,04/15/2023 12:44,R_2fHSxkhE1LBKOTU,33.338,-111.7435,anonymous,EN,I consent to participate in this study,5b67bffa9ed653000189ff3c,31,Male,Bachelor’s Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:41,04/15/2023 12:45,IP Address,76.144.204.217,100,229,TRUE,04/15/2023 12:45,R_ROlLrSQyOQlgWs1,44.9635,-123.08,anonymous,EN,I consent to participate in this study,60fef1fb6485e6bd5c73e0ab,58,Female,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save no time,Cannot perform any tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:43,04/15/2023 12:45,IP Address,99.102.143.192,100,110,TRUE,04/15/2023 12:45,R_2919mFO4cbXXrjB,33.9588,-83.4384,anonymous,EN,I consent to participate in this study,568899d9d7848e0005399c6b,41,Male,Graduate Degree,"$75,001 - $100,000",Very familiar (up to date with AI trends and developments),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:44,04/15/2023 12:46,IP Address,174.210.8.214,100,122,TRUE,04/15/2023 12:46,R_3EWjM2eomnyTcc7,38.6364,-90.1985,anonymous,EN,I consent to participate in this study,63d15d3dd6cacf7e94f8c0b1,40,Male,Graduate Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will enhance my work,Compose an email,Thank you for letting me participate!
04/15/2023 12:46,04/15/2023 12:46,IP Address,136.53.11.155,100,38,TRUE,04/15/2023 12:46,R_3P4DFeeLoUMDz8V,34.6174,-86.5538,anonymous,EN,I consent to participate in this study,55ae64defdf99b3f864653e7,27,Female,Bachelor’s Degree,"$75,001 - $100,000",Very familiar (up to date with AI trends and developments),Yes,Save a lot of time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:46,04/15/2023 12:47,IP Address,69.244.37.59,100,79,TRUE,04/15/2023 12:47,R_2uy6MjG8IozIdZa,32.2163,-110.9241,anonymous,EN,I consent to participate in this study,5b287b1a8ecf3f000161bc22,26,Female,Bachelor’s Degree,"$0 - $25,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/15/2023 12:47,04/15/2023 12:48,IP Address,24.61.246.85,100,59,TRUE,04/15/2023 12:48,R_1KwKmC6kuRktAxv,42.3737,-71.1284,anonymous,EN,I consent to participate in this study,58d876b14240e50001190090,51,Male,Graduate Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:47,04/15/2023 12:49,IP Address,75.228.55.25,100,99,TRUE,04/15/2023 12:49,R_2QYioIWOBtiQ5Q0,33.4663,-86.808,anonymous,EN,I consent to participate in this study,614df4fe66306d872bf6b288,50,Male,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:47,04/15/2023 12:49,IP Address,70.120.0.90,100,165,TRUE,04/15/2023 12:49,R_21ujn1YbHUlhmQu,29.4411,-98.4936,anonymous,EN,I consent to participate in this study,5e3581ed0082f15283413024,62,Male,Graduate Degree,"$100,000+",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:49,04/15/2023 12:50,IP Address,99.187.246.241,100,96,TRUE,04/15/2023 12:50,R_1o7HwqOty6Qghqa,32.7254,-97.3208,anonymous,EN,I consent to participate in this study,6116c9b6db8511d0a58bdec9,40,Male,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save little time,Can perform only a few tasks,AI will detract from my work,Compose an email,
04/15/2023 12:49,04/15/2023 12:51,IP Address,174.245.84.174,100,108,TRUE,04/15/2023 12:51,R_VJR5YDzCOikMstb,35.2316,-80.8428,anonymous,EN,I consent to participate in this study,63df1d550a6028079e564d7e,53,Female,Graduate Degree,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:49,04/15/2023 12:51,IP Address,172.59.80.45,100,96,TRUE,04/15/2023 12:51,R_3094vueVoYELPNG,38.2406,-85.8156,anonymous,EN,I consent to participate in this study,60fd080d5476f4a77211bafb,34,Female,Graduate Degree,"$25,001 - $50,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform many tasks,AI will neither enhance nor detract from my work,Compose an email,
04/15/2023 12:49,04/15/2023 12:51,IP Address,65.131.192.13,100,87,TRUE,04/15/2023 12:51,R_3fx7ceAfqmenRpL,48.1999,-114.3034,anonymous,EN,I consent to participate in this study,62e0326dbbda328df3ceade2,45,Female,Some College,"$0 - $25,000",Very familiar (up to date with AI trends and developments),Yes,Save a lot of time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:49,04/15/2023 12:52,IP Address,73.99.64.111,100,204,TRUE,04/15/2023 12:52,R_2CHNLZMkIYNP0WY,38.4475,-78.8693,anonymous,EN,I consent to participate in this study,5f24b0fc546c5a0c3c2e43b6,39,Female,High School,"$50,001 - $75,000",Moderately familiar (have some understanding of what AI is and how it works),Yes,Save some time,Can perform only a few tasks,AI will enhance my work,Compose an email,
04/15/2023 12:49,04/15/2023 12:52,IP Address,173.21.200.104,100,211,TRUE,04/15/2023 12:52,R_vZezpywwAKXtg9b,31.9587,-83.781,anonymous,EN,I consent to participate in this study,5c745295821a97001763fb1b,61,Female,Bachelor’s Degree,"$25,001 - $50,000",Somewhat familiar (heard of AI but have no knowledge of it),I Don't Know,Save a lot of time,Can perform all tasks,AI will enhance my work,Compose an email,
